   122
6623, 2, 1.0
6624, 2, 1.0
11581, 2, 1.0
11582, 2, 1.0
6584, 2, 2.0
6585, 2, 2.0
6586, 2, 2.0
6587, 2, 2.0
6588, 2, 2.0
6589, 2, 2.0
6590, 2, 2.0
6591, 2, 2.0
6592, 2, 2.0
6593, 2, 2.0
6594, 2, 2.0
6595, 2, 2.0
6596, 2, 2.0
6597, 2, 2.0
6598, 2, 2.0
6599, 2, 2.0
6600, 2, 2.0
6601, 2, 2.0
6602, 2, 2.0
6603, 2, 2.0
6604, 2, 2.0
6605, 2, 2.0
6606, 2, 2.0
6607, 2, 2.0
6608, 2, 2.0
6609, 2, 2.0
6610, 2, 2.0
6611, 2, 2.0
6612, 2, 2.0
6613, 2, 2.0
6614, 2, 2.0
6615, 2, 2.0
6616, 2, 2.0
6617, 2, 2.0
6618, 2, 2.0
6619, 2, 2.0
6620, 2, 2.0
6621, 2, 2.0
6622, 2, 2.0
6625, 2, 2.0
6626, 2, 2.0
6627, 2, 2.0
6628, 2, 2.0
6629, 2, 2.0
6630, 2, 2.0
6631, 2, 2.0
6632, 2, 2.0
6633, 2, 2.0
6634, 2, 2.0
6635, 2, 2.0
6636, 2, 2.0
6637, 2, 2.0
6638, 2, 2.0
6639, 2, 2.0
6640, 2, 2.0
6641, 2, 2.0
6642, 2, 2.0
6643, 2, 2.0
6644, 2, 2.0
6645, 2, 2.0
6646, 2, 2.0
6647, 2, 2.0
6648, 2, 2.0
6649, 2, 2.0
6650, 2, 2.0
6651, 2, 2.0
6652, 2, 2.0
6653, 2, 2.0
6654, 2, 2.0
6655, 2, 2.0
6656, 2, 2.0
6657, 2, 2.0
6658, 2, 2.0
6659, 2, 2.0
6660, 2, 2.0
6661, 2, 2.0
6662, 2, 2.0
6663, 2, 2.0
11545, 2, 2.0
11546, 2, 2.0
11562, 2, 2.0
11563, 2, 2.0
11564, 2, 2.0
11565, 2, 2.0
11566, 2, 2.0
11567, 2, 2.0
11568, 2, 2.0
11569, 2, 2.0
11570, 2, 2.0
11571, 2, 2.0
11572, 2, 2.0
11573, 2, 2.0
11574, 2, 2.0
11575, 2, 2.0
11576, 2, 2.0
11577, 2, 2.0
11578, 2, 2.0
11579, 2, 2.0
11580, 2, 2.0
11583, 2, 2.0
11584, 2, 2.0
11585, 2, 2.0
11586, 2, 2.0
11587, 2, 2.0
11588, 2, 2.0
11589, 2, 2.0
11590, 2, 2.0
11591, 2, 2.0
11592, 2, 2.0
11593, 2, 2.0
11594, 2, 2.0
11595, 2, 2.0
11596, 2, 2.0
11597, 2, 2.0
11598, 2, 2.0
11599, 2, 2.0
11600, 2, 2.0
11601, 2, 2.0
